payment_id,account_id,borrower_id,event_at,payment_reference,amount,payment_status,payment_method,provider_id
PAYMENT0023728,ACC0021183,BRW0005584,2026-06-20 10:27:20,TXN0000069980,100169.67,SUCCESS,NETBANKING,VND0000008
PAYMENT0023729,ACC0029366,BRW0011544,2026-04-11 17:20:19,TXN0000054240,72293.84,PENDING,UPI,VND0000005
PAYMENT0023730,ACC0014066,BRW0002703,2026-02-22 12:00:56,TXN0000025963,66764.59,SUCCESS,CARD,VND0000014
PAYMENT0023731,ACC0026096,BRW0000636,2026-07-05 14:05:58,TXN0000026105,52183.19,SUCCESS,NACH,VND0000003
PAYMENT0023732,ACC0014132,BRW0006515,2026-02-01 02:15:04,TXN0000025985,131748.64,FAILED,NACH,VND0000013
PAYMENT0023733,ACC0027353,BRW0006152,2026-03-06 07:07:42,TXN0000047832,139551.27,FAILED,UPI,VND0000002
PAYMENT0023734,ACC0015568,BRW0007845,2026-04-04 07:27:05,TXN0000007360,66385.83,SUCCESS,NACH,VND0000002
PAYMENT0023735,ACC0001757,BRW0009909,2026-06-25 19:58:48,TXN0000042722,117790.04,SUCCESS,NETBANKING,VND0000003
PAYMENT0023736,ACC0016161,BRW0009670,2026-07-15 02:10:26,TXN0000033745,37871.1,SUCCESS,CARD,VND0000003
PAYMENT0023737,ACC0003585,BRW0009443,2026-06-06 22:35:23,TXN0000021362,73556.0,SUCCESS,NETBANKING,VND0000001
PAYMENT0023738,ACC0026910,BRW0003457,2026-02-04 16:07:14,TXN0000000549,28313.7,SUCCESS,CASH,VND0000014
PAYMENT0023739,ACC0014361,BRW0009287,2026-06-27 23:39:14,TXN0000040868,99870.52,SUCCESS,CARD,VND0000003
PAYMENT0023740,ACC0025217,BRW0009460,2026-07-01 02:29:48,TXN0000045621,140002.19,SUCCESS,NETBANKING,VND0000004
PAYMENT0023741,ACC0005159,BRW0004928,2026-03-30 00:08:13,TXN0000057963,52280.36,SUCCESS,CARD,VND0000010
PAYMENT0023742,ACC0008537,BRW0011876,2026-06-11 07:54:16,TXN0000037325,113416.39,SUCCESS,CARD,VND0000001
PAYMENT0023743,ACC0001293,BRW0005374,2026-01-02 07:23:45,TXN0000026146,145114.08,SUCCESS,CASH,VND0000001
PAYMENT0023744,ACC0001321,BRW0004179,2026-06-20 14:27:18,TXN0000014017,41409.96,PENDING,NACH,VND0000004
PAYMENT0023745,ACC0002167,BRW0009531,2026-03-08 21:55:36,TXN0000066540,134718.29,SUCCESS,CARD,VND0000004
PAYMENT0023746,ACC0006948,BRW0011770,2026-01-03 08:58:54,TXN0000025317,499.81,SUCCESS,NACH,VND0000005
PAYMENT0023747,ACC0016167,BRW0002043,2026-04-22 19:54:22,TXN0000038880,131433.92,SUCCESS,NACH,VND0000011
PAYMENT0023748,ACC0011085,BRW0004732,2026-06-18 22:52:42,TXN0000037784,81377.56,FAILED,CARD,VND0000014
PAYMENT0023749,ACC0009184,BRW0002564,2026-08-07 11:02:19,TXN0000036097,100291.48,SUCCESS,CASH,VND0000010
PAYMENT0023750,ACC0001247,BRW0001313,2026-06-24 08:36:16,TXN0000029563,72011.57,SUCCESS,CARD,VND0000008
PAYMENT0023751,ACC0001547,BRW0003549,2026-01-24 17:29:24,TXN0000018279,9177.15,SUCCESS,CARD,VND0000006
PAYMENT0023752,ACC0008992,BRW0004934,2026-05-10 11:08:52,TXN0000034913,86020.73,SUCCESS,CARD,VND0000001
PAYMENT0023753,ACC0010889,BRW0007773,2026-03-29 12:00:27,TXN0000053771,143434.84,SUCCESS,NETBANKING,VND0000001
PAYMENT0023754,ACC0004480,BRW0007474,2026-01-07 01:17:10,TXN0000062683,99945.01,FAILED,CARD,VND0000006
PAYMENT0023755,ACC0009975,BRW0002117,2026-02-05 20:00:58,TXN0000032099,93756.36,SUCCESS,CASH,VND0000008
PAYMENT0023756,ACC0029503,BRW0010479,2026-03-07 00:39:43,TXN0000043578,114180.65,SUCCESS,UPI,VND0000012
PAYMENT0023757,ACC0022650,BRW0011187,2026-05-02 15:11:11,,120780.17,SUCCESS,UPI,VND0000003
PAYMENT0023758,ACC0002558,BRW0006184,2026-06-17 20:39:09,TXN0000058555,31224.67,SUCCESS,NETBANKING,VND0000011
PAYMENT0023759,ACC0006462,BRW0007612,2026-01-19 12:09:48,TXN0000021411,68249.31,SUCCESS,UPI,VND0000002
PAYMENT0023760,ACC0028729,BRW0004809,2026-04-15 02:55:44,TXN0000007605,34515.33,SUCCESS,NETBANKING,VND0000001
PAYMENT0023761,ACC0012985,BRW0010688,2026-02-25 18:25:40,TXN0000031027,61697.42,SUCCESS,NACH,VND0000005
PAYMENT0023762,ACC0025722,BRW0007516,2026-01-13 17:52:02,TXN0000003074,16174.85,SUCCESS,CASH,VND0000012
PAYMENT0023763,ACC0008651,BRW0003523,2026-02-20 04:40:50,TXN0000069118,88437.09,SUCCESS,CARD,VND0000012
PAYMENT0023764,ACC0010753,BRW0001316,2026-07-06 18:17:15,TXN0000054882,31065.56,FAILED,NETBANKING,VND0000001
PAYMENT0023765,ACC0018033,BRW0010565,2026-02-06 22:42:24,TXN0000067322,146666.65,SUCCESS,NACH,VND0000005
PAYMENT0023766,ACC0024975,BRW0007649,2026-07-18 05:59:44,TXN0000061572,30765.67,SUCCESS,NETBANKING,VND0000006
PAYMENT0023767,ACC0026300,BRW0002439,2026-01-25 07:29:51,TXN0000009477,31188.79,SUCCESS,CARD,VND0000007
PAYMENT0023768,ACC0019051,BRW0004512,2026-06-23 03:37:20,TXN0000011795,95722.55,SUCCESS,CARD,VND0000013
PAYMENT0023769,ACC0006852,BRW0008129,2026-07-16 13:22:40,TXN0000004495,125321.98,SUCCESS,UPI,VND0000003
PAYMENT0023770,ACC0013907,BRW0001305,2026-06-23 09:02:58,TXN0000031319,37150.01,SUCCESS,CARD,VND0000007
PAYMENT0023771,ACC0015507,BRW0011857,2026-05-09 16:45:27,TXN0000040521,117822.57,PENDING,CARD,VND0000010
PAYMENT0023772,ACC0029564,BRW0006424,2026-08-03 04:49:07,TXN0000002393,141231.03,SUCCESS,CASH,VND0000011
PAYMENT0023773,ACC0006030,BRW0009179,2026-08-08 03:08:13,TXN0000016106,123597.38,SUCCESS,CARD,VND0000013
PAYMENT0023774,ACC0015404,BRW0007127,2026-01-16 23:08:20,TXN0000029111,78268.23,REVERSED,NETBANKING,VND0000006
PAYMENT0023775,ACC0022501,BRW0008564,2026-04-04 07:06:12,TXN0000016456,4489.15,FAILED,CASH,VND0000011
PAYMENT0023776,ACC0009556,BRW0003328,2026-05-15 13:34:24,TXN0000031531,45714.7,SUCCESS,CASH,VND0000005
PAYMENT0023777,ACC0009360,BRW0008089,2026-05-04 04:37:17,TXN0000060332,142897.86,PENDING,NACH,VND0000002
PAYMENT0023778,ACC0014214,BRW0001887,2026-07-26 18:15:30,TXN0000000329,99357.96,SUCCESS,NACH,VND0000008
PAYMENT0023779,ACC0006692,BRW0010344,2026-06-03 05:39:06,TXN0000040228,34243.17,FAILED,CARD,VND0000011
PAYMENT0023780,ACC0010461,BRW0011355,2026-05-23 23:36:00,,70960.78,SUCCESS,UPI,VND0000010
PAYMENT0023781,ACC0010366,BRW0002825,2026-06-15 08:07:56,TXN0000033384,98218.33,SUCCESS,NACH,VND0000015
PAYMENT0023782,ACC0028318,BRW0002557,2026-06-27 09:23:26,TXN0000053480,89387.12,FAILED,NETBANKING,VND0000010
PAYMENT0023783,ACC0000400,BRW0004843,2026-04-21 23:36:59,TXN0000038381,18464.75,PENDING,CASH,VND0000002
PAYMENT0023784,ACC0029831,BRW0003711,2026-04-11 04:03:47,TXN0000060353,34667.64,PENDING,NACH,VND0000006
PAYMENT0023785,ACC0016711,BRW0010304,2026-06-16 13:52:46,TXN0000025845,65037.27,SUCCESS,CASH,VND0000010
PAYMENT0023786,ACC0013173,BRW0010799,2026-05-22 23:37:32,TXN0000062395,109021.25,PENDING,NETBANKING,VND0000002
PAYMENT0023787,ACC0002501,BRW0004256,2026-03-15 10:03:44,TXN0000027395,1067.34,SUCCESS,CASH,VND0000011
PAYMENT0023788,ACC0002207,BRW0002321,2026-08-04 18:17:14,TXN0000007743,82110.03,SUCCESS,CARD,VND0000004
PAYMENT0023789,ACC0022330,BRW0002188,2026-04-15 08:50:53,TXN0000060364,31498.53,PENDING,CARD,VND0000014
PAYMENT0023790,ACC0012016,BRW0000999,2026-01-09 23:01:56,TXN0000043800,50971.01,REVERSED,CARD,VND0000006
PAYMENT0023791,ACC0005854,BRW0001531,2026-08-08 03:18:24,TXN0000068874,65355.34,PENDING,CASH,VND0000003
PAYMENT0023792,ACC0021568,BRW0001595,2026-05-26 03:07:33,TXN0000068889,99338.17,SUCCESS,CASH,VND0000001
PAYMENT0023793,ACC0027522,BRW0002586,2026-06-28 07:15:18,TXN0000057900,104776.55,REVERSED,UPI,VND0000012
PAYMENT0023794,ACC0024947,BRW0011299,2026-06-05 14:03:28,TXN0000028144,78830.08,REVERSED,UPI,VND0000003
PAYMENT0023795,ACC0012470,BRW0008764,2026-03-29 01:07:37,TXN0000051994,7563.86,SUCCESS,UPI,VND0000010
PAYMENT0023796,ACC0007809,BRW0009650,2026-04-30 08:45:13,TXN0000056088,36672.59,SUCCESS,NACH,VND0000003
PAYMENT0023797,ACC0005931,BRW0008814,2026-04-18 21:11:09,TXN0000001183,146931.3,REVERSED,UPI,VND0000014
PAYMENT0023798,ACC0019426,BRW0004285,2026-04-17 16:24:05,TXN0000068117,83476.2,SUCCESS,NETBANKING,VND0000006
PAYMENT0023799,ACC0007194,BRW0006516,2026-02-03 15:37:10,TXN0000064425,47905.39,SUCCESS,NETBANKING,VND0000004
PAYMENT0023800,ACC0022868,BRW0000659,2026-05-08 01:34:42,TXN0000050911,91193.37,SUCCESS,CASH,VND0000014
PAYMENT0023801,ACC0023111,BRW0005306,2026-03-30 20:07:20,TXN0000053552,133468.29,SUCCESS,NETBANKING,VND0000011
PAYMENT0023802,ACC0017036,BRW0002619,2026-05-31 19:57:08,TXN0000056125,143163.29,FAILED,CASH,VND0000013
PAYMENT0023803,ACC0022009,BRW0008142,2026-01-23 03:56:25,TXN0000028095,139806.51,SUCCESS,CARD,VND0000003
PAYMENT0023804,ACC0012808,BRW0005398,2026-05-26 11:40:13,TXN0000048615,23776.73,SUCCESS,UPI,VND0000006
PAYMENT0023805,ACC0028537,BRW0001717,2026-07-15 08:51:12,TXN0000065247,59153.88,FAILED,UPI,VND0000014
PAYMENT0023806,ACC0002510,BRW0008643,2026-02-22 18:42:47,TXN0000053760,76919.92,SUCCESS,CARD,VND0000015
PAYMENT0023807,ACC0005983,BRW0011827,2026-02-24 16:13:37,TXN0000017099,6066.95,SUCCESS,UPI,VND0000002
PAYMENT0023808,ACC0019592,BRW0002045,2026-04-29 07:16:55,TXN0000066202,140220.23,REVERSED,NETBANKING,VND0000013
PAYMENT0023809,ACC0006191,BRW0001165,2026-01-29 06:01:02,TXN0000002448,33123.02,SUCCESS,UPI,VND0000003
PAYMENT0023810,ACC0017145,BRW0003163,2026-03-03 06:20:33,TXN0000040808,85467.37,SUCCESS,CARD,VND0000014
PAYMENT0023811,ACC0024188,BRW0007246,2026-05-30 02:32:47,TXN0000030117,31570.2,SUCCESS,CASH,VND0000010
PAYMENT0023812,ACC0004238,BRW0011963,2026-04-15 17:02:42,TXN0000055872,147366.73,SUCCESS,UPI,VND0000008
PAYMENT0023813,ACC0009155,BRW0004295,2026-05-07 15:30:27,TXN0000059331,105134.66,SUCCESS,NACH,VND0000012
PAYMENT0023814,ACC0009338,BRW0004366,2026-03-31 11:20:37,TXN0000013007,73733.95,SUCCESS,NACH,VND0000002
PAYMENT0023815,ACC0021339,BRW0006568,2026-05-01 21:42:55,TXN0000008319,148837.33,SUCCESS,NACH,VND0000008
PAYMENT0023816,ACC0014591,BRW0004114,2026-02-17 06:42:23,TXN0000034117,74452.82,SUCCESS,NETBANKING,VND0000010
PAYMENT0023817,ACC0004718,BRW0005797,2026-07-17 11:20:02,TXN0000045910,24935.69,SUCCESS,NETBANKING,VND0000007
PAYMENT0023818,ACC0028607,BRW0006112,2026-01-18 06:56:20,TXN0000001728,68975.96,SUCCESS,NACH,VND0000012
PAYMENT0023819,ACC0010545,BRW0001334,2026-07-02 07:08:21,TXN0000021782,113055.33,FAILED,NACH,VND0000015
PAYMENT0023820,ACC0017490,BRW0005342,2026-01-31 16:59:19,TXN0000039278,96306.22,SUCCESS,CARD,VND0000005
PAYMENT0023821,ACC0020856,BRW0008421,2026-06-18 21:49:42,TXN0000006049,44081.26,SUCCESS,CARD,VND0000004
PAYMENT0023822,ACC0010959,BRW0009941,2026-05-19 13:52:07,TXN0000069217,122039.38,SUCCESS,CASH,VND0000007
PAYMENT0023823,ACC0013283,BRW0009913,2026-01-01 14:58:01,TXN0000009452,137414.4,SUCCESS,NETBANKING,VND0000014
PAYMENT0023824,ACC0007657,BRW0002175,2026-03-24 00:09:45,TXN0000062936,15279.24,PENDING,NACH,VND0000007
PAYMENT0023825,ACC0023481,BRW0008319,2026-01-25 23:28:15,TXN0000034671,98746.89,PENDING,NACH,VND0000012
PAYMENT0023826,ACC0006423,BRW0004149,2026-04-24 07:33:38,TXN0000034509,68410.53,SUCCESS,CARD,VND0000004
PAYMENT0023827,ACC0022259,BRW0011869,2026-06-03 12:02:54,TXN0000031285,116626.32,SUCCESS,UPI,VND0000005
PAYMENT0023828,ACC0019813,BRW0004971,2026-06-28 22:36:40,TXN0000002088,62291.14,SUCCESS,NETBANKING,VND0000004
PAYMENT0023829,ACC0023216,BRW0007194,2026-06-02 04:11:48,TXN0000016347,33802.29,SUCCESS,CARD,VND0000008
PAYMENT0023830,ACC0000467,BRW0004380,2026-07-26 13:55:26,TXN0000032195,124934.27,FAILED,CARD,VND0000014
PAYMENT0023831,ACC0013378,BRW0010533,2026-02-07 01:03:34,TXN0000016339,78032.0,SUCCESS,UPI,VND0000009
PAYMENT0023832,ACC0007490,BRW0004770,2026-01-27 17:30:57,TXN0000063412,99164.12,SUCCESS,CARD,VND0000015
PAYMENT0023833,ACC0002068,BRW0007519,2026-07-19 11:04:37,TXN0000043225,134781.17,SUCCESS,NACH,VND0000015
PAYMENT0023834,ACC0006143,BRW0003016,2026-01-17 23:39:21,TXN0000001203,88028.24,SUCCESS,CARD,VND0000003
PAYMENT0023835,ACC0012542,BRW0010826,2026-03-01 07:36:06,TXN0000069886,104389.83,SUCCESS,NACH,VND0000003
PAYMENT0023836,ACC0024282,BRW0010805,2026-07-26 20:15:37,TXN0000064332,77676.12,SUCCESS,CARD,VND0000009
PAYMENT0023837,ACC0013515,BRW0009962,2026-01-06 02:05:14,TXN0000017068,19785.82,SUCCESS,NACH,VND0000008
PAYMENT0023838,ACC0002364,BRW0008282,2026-08-05 17:52:24,TXN0000005426,3498.37,SUCCESS,UPI,VND0000001
PAYMENT0023839,ACC0003645,BRW0007140,2026-06-02 16:07:03,TXN0000063475,102366.86,SUCCESS,NACH,VND0000008
PAYMENT0023840,ACC0013730,BRW0009785,2026-01-06 20:33:12,TXN0000037154,75732.01,FAILED,UPI,VND0000007
PAYMENT0023841,ACC0001133,BRW0008198,2026-02-26 17:42:16,TXN0000015211,3005.28,FAILED,CARD,VND0000009
PAYMENT0023842,ACC0006053,BRW0006687,2026-05-22 05:06:30,TXN0000030661,42479.88,FAILED,CARD,VND0000005
PAYMENT0023843,ACC0011929,BRW0003117,2026-05-30 20:32:29,TXN0000010429,16846.7,SUCCESS,NETBANKING,VND0000006
PAYMENT0023844,ACC0010481,BRW0011162,2026-05-16 08:44:26,TXN0000033276,98468.34,REVERSED,CARD,VND0000001
PAYMENT0023845,ACC0005709,BRW0000013,2026-07-06 12:45:42,TXN0000029743,62875.21,SUCCESS,UPI,VND0000004
PAYMENT0023846,ACC0028770,BRW0005637,2026-02-25 02:39:16,TXN0000059164,35116.27,SUCCESS,CASH,VND0000012
PAYMENT0023847,ACC0005297,BRW0007043,2026-07-27 02:56:33,TXN0000001397,64691.29,FAILED,UPI,VND0000009
PAYMENT0023848,ACC0004329,BRW0011573,2026-05-21 06:04:54,TXN0000063031,22356.26,PENDING,CARD,VND0000008
PAYMENT0023849,ACC0010522,BRW0003691,2026-04-23 08:25:04,TXN0000048070,49371.51,SUCCESS,NACH,VND0000013
PAYMENT0023850,ACC0022037,BRW0008261,2026-06-02 22:46:07,TXN0000001337,87840.72,PENDING,CASH,VND0000008
PAYMENT0023851,ACC0023007,BRW0011164,2026-01-31 11:08:23,TXN0000012241,44129.63,SUCCESS,CARD,VND0000009
PAYMENT0023852,ACC0021376,BRW0004526,2026-07-28 07:15:38,TXN0000007507,129658.71,FAILED,NACH,VND0000013
PAYMENT0023853,ACC0025020,BRW0002287,2026-05-13 11:43:30,TXN0000024341,106598.63,SUCCESS,CARD,VND0000005
PAYMENT0023854,ACC0004970,BRW0008791,2026-05-27 17:12:23,TXN0000000456,46177.0,SUCCESS,CARD,VND0000009
PAYMENT0023855,ACC0019456,BRW0001756,2026-06-12 04:25:30,TXN0000009994,77271.86,SUCCESS,NACH,VND0000013
PAYMENT0023856,ACC0019301,BRW0000320,2026-01-04 14:53:23,TXN0000040465,75031.53,SUCCESS,UPI,VND0000007
PAYMENT0023857,ACC0008236,BRW0007128,2026-03-29 01:24:36,TXN0000040845,132987.12,SUCCESS,CARD,VND0000011
PAYMENT0023858,ACC0029097,BRW0006041,2026-04-24 02:22:11,TXN0000068673,38314.33,SUCCESS,UPI,VND0000006
PAYMENT0023859,ACC0016720,BRW0008267,2026-04-14 14:21:18,,138922.41,SUCCESS,NETBANKING,VND0000001
PAYMENT0023860,ACC0016573,BRW0000322,2026-02-09 17:10:58,TXN0000014888,60485.52,SUCCESS,UPI,VND0000005
PAYMENT0023861,ACC0017839,BRW0005874,2026-05-09 21:05:41,TXN0000014621,32432.01,SUCCESS,NACH,VND0000013
PAYMENT0023862,ACC0003303,BRW0011170,2026-07-25 13:09:16,TXN0000065228,23243.82,SUCCESS,CASH,VND0000002
PAYMENT0023863,ACC0024443,BRW0005902,2026-05-21 15:25:06,TXN0000068888,48939.51,SUCCESS,CASH,VND0000003
PAYMENT0023864,ACC0025664,BRW0004670,2026-06-18 21:22:55,TXN0000039440,59613.77,FAILED,NACH,VND0000004
PAYMENT0023865,ACC0005204,BRW0007132,2026-01-16 20:16:47,TXN0000025860,97002.47,FAILED,CASH,VND0000010
PAYMENT0023866,ACC0009197,BRW0006341,2026-01-19 20:41:47,TXN0000018452,14175.71,SUCCESS,UPI,VND0000003
PAYMENT0023867,ACC0006466,BRW0005652,2026-06-09 18:36:55,TXN0000035714,30200.08,SUCCESS,NACH,VND0000005
PAYMENT0023868,ACC0008707,BRW0011650,2026-03-23 19:18:57,TXN0000059415,89846.29,FAILED,NACH,VND0000009
PAYMENT0023869,ACC0024380,BRW0001536,2026-04-07 00:41:03,TXN0000012604,53310.68,SUCCESS,UPI,VND0000014
PAYMENT0023870,ACC0022111,BRW0006217,2026-08-06 21:26:41,TXN0000063035,142752.41,SUCCESS,CASH,VND0000009
PAYMENT0023871,ACC0012519,BRW0003780,2026-03-08 06:29:16,TXN0000054569,110605.43,FAILED,NACH,VND0000013
PAYMENT0023872,ACC0025969,BRW0001934,2026-03-01 21:44:02,TXN0000042643,35143.24,SUCCESS,UPI,VND0000004
PAYMENT0023873,ACC0026752,BRW0009466,2026-04-24 06:23:40,TXN0000064762,86994.54,SUCCESS,NETBANKING,VND0000003
PAYMENT0023874,ACC0000445,BRW0002229,2026-03-15 10:20:58,TXN0000062067,53264.28,SUCCESS,CASH,VND0000003
PAYMENT0023875,ACC0003966,BRW0006698,2026-03-16 02:19:13,TXN0000059093,148701.3,SUCCESS,NACH,VND0000011
PAYMENT0023876,ACC0023764,BRW0004443,2026-01-12 20:48:48,,101121.12,SUCCESS,NETBANKING,VND0000004
PAYMENT0023877,ACC0007329,BRW0004708,2026-07-12 10:18:42,TXN0000061662,85278.16,PENDING,UPI,VND0000006
PAYMENT0023878,ACC0010979,BRW0009483,2026-04-11 07:40:51,TXN0000002252,3199.28,SUCCESS,CASH,VND0000001
PAYMENT0023879,ACC0006187,BRW0010900,2026-07-12 22:39:23,TXN0000044353,2852.18,SUCCESS,CASH,VND0000002
PAYMENT0023880,ACC0003972,BRW0001604,2026-06-22 10:19:39,TXN0000065290,23718.46,SUCCESS,NETBANKING,VND0000009
PAYMENT0023881,ACC0017607,BRW0000298,2026-03-29 21:26:58,TXN0000031821,10043.66,FAILED,CARD,VND0000001
PAYMENT0023882,ACC0024890,BRW0000204,2026-03-15 05:07:51,TXN0000019820,14000.78,SUCCESS,CASH,VND0000005
PAYMENT0023883,ACC0003548,BRW0002754,2026-07-29 14:29:46,TXN0000024757,19671.47,SUCCESS,NETBANKING,VND0000004
PAYMENT0023884,ACC0001072,BRW0001985,2026-03-29 22:31:42,TXN0000036937,17736.18,SUCCESS,NACH,VND0000015
PAYMENT0023885,ACC0011775,BRW0006774,2026-03-07 12:34:28,TXN0000069748,145032.0,SUCCESS,NETBANKING,VND0000010
PAYMENT0023886,ACC0006166,BRW0009326,2026-05-05 22:29:05,TXN0000068896,8490.32,SUCCESS,CASH,VND0000002
PAYMENT0023887,ACC0005391,BRW0004133,2026-04-04 04:45:57,TXN0000036214,140791.48,SUCCESS,NETBANKING,VND0000008
PAYMENT0023888,ACC0004508,BRW0004272,2026-04-11 03:38:01,TXN0000019273,99352.36,FAILED,CASH,VND0000010
PAYMENT0023889,ACC0017675,BRW0007352,2026-05-19 05:17:56,TXN0000016138,145859.42,SUCCESS,CASH,VND0000007
PAYMENT0023890,ACC0008890,BRW0000310,2026-05-11 22:55:43,TXN0000022970,54672.62,SUCCESS,CARD,VND0000006
PAYMENT0023891,ACC0019468,BRW0000557,2026-01-05 18:01:26,TXN0000001778,144048.8,SUCCESS,CARD,VND0000004
PAYMENT0023892,ACC0028630,BRW0010339,2026-03-17 11:03:56,TXN0000026492,93898.32,FAILED,CASH,VND0000013
PAYMENT0023893,ACC0019826,BRW0008623,2026-04-15 01:58:25,TXN0000025798,40611.55,FAILED,UPI,VND0000011
PAYMENT0023894,ACC0001816,BRW0009667,2026-04-05 15:36:26,TXN0000022582,19178.06,SUCCESS,UPI,VND0000004
PAYMENT0023895,ACC0012436,BRW0006822,2026-04-05 21:00:30,TXN0000008811,98856.17,SUCCESS,CASH,VND0000009
PAYMENT0023896,ACC0020574,BRW0004010,2026-08-03 22:29:56,TXN0000029748,74786.31,PENDING,UPI,VND0000012
PAYMENT0023897,ACC0006650,BRW0001817,2026-01-20 01:18:48,TXN0000058901,95720.05,SUCCESS,UPI,VND0000013
PAYMENT0023898,ACC0023297,BRW0003772,2026-03-30 20:00:24,TXN0000016707,34926.41,SUCCESS,NACH,VND0000007
PAYMENT0023899,ACC0018419,BRW0001825,2026-02-03 08:26:31,TXN0000051332,53447.09,SUCCESS,UPI,VND0000005
PAYMENT0023900,ACC0007412,BRW0005776,2026-05-24 00:52:20,TXN0000002009,146440.41,SUCCESS,NETBANKING,VND0000005
PAYMENT0023901,ACC0026730,BRW0002908,2026-07-19 02:00:01,TXN0000067423,23594.24,SUCCESS,NETBANKING,VND0000010
PAYMENT0023902,ACC0004861,BRW0004712,2026-04-14 20:27:46,TXN0000050875,97335.93,FAILED,NACH,VND0000014
PAYMENT0023903,ACC0005380,BRW0001086,2026-02-28 00:20:09,TXN0000057271,116125.41,SUCCESS,UPI,VND0000007
PAYMENT0023904,ACC0000807,BRW0004201,2026-05-01 09:12:20,TXN0000046171,35340.59,FAILED,CASH,VND0000011
PAYMENT0023905,ACC0011597,BRW0011340,2026-01-30 09:36:12,TXN0000069664,106580.94,SUCCESS,NACH,VND0000014
PAYMENT0023906,ACC0018885,BRW0010662,2026-05-27 10:49:18,TXN0000010701,98868.98,SUCCESS,CASH,VND0000003
PAYMENT0023907,ACC0001324,BRW0006272,2026-04-06 03:17:53,TXN0000026376,27629.6,SUCCESS,NETBANKING,VND0000002
PAYMENT0023908,ACC0028021,BRW0011333,2026-05-11 15:56:27,TXN0000052797,11687.1,SUCCESS,CARD,VND0000015
PAYMENT0023909,ACC0027698,BRW0002777,2026-04-14 01:28:57,TXN0000058050,65689.44,SUCCESS,UPI,VND0000015
PAYMENT0023910,ACC0002628,BRW0003037,2026-06-28 12:54:26,TXN0000012371,105991.88,REVERSED,CASH,VND0000013
PAYMENT0023911,ACC0006885,BRW0001511,2026-07-04 05:11:53,TXN0000004175,110776.66,SUCCESS,NACH,VND0000009
PAYMENT0023912,ACC0022198,BRW0003070,2026-07-02 16:32:37,TXN0000064483,144795.58,SUCCESS,CASH,VND0000009
PAYMENT0023913,ACC0016272,BRW0006323,2026-07-15 23:23:02,TXN0000051250,118769.58,SUCCESS,NETBANKING,VND0000005
PAYMENT0023914,ACC0008293,BRW0001876,2026-07-27 12:45:55,TXN0000019247,62493.75,SUCCESS,CARD,VND0000003
PAYMENT0023915,ACC0025944,BRW0010831,2026-05-10 22:59:13,TXN0000042447,147534.66,FAILED,NETBANKING,VND0000005
PAYMENT0023916,ACC0026092,BRW0004336,2026-03-09 01:20:19,TXN0000018907,18136.44,PENDING,CARD,VND0000002
PAYMENT0023917,ACC0029692,BRW0004268,2026-06-23 18:45:29,TXN0000028764,14987.66,SUCCESS,UPI,VND0000008
PAYMENT0023918,ACC0002776,BRW0011416,2026-01-18 00:45:30,TXN0000013842,37907.75,SUCCESS,NACH,VND0000004
PAYMENT0023919,ACC0027838,BRW0011909,2026-01-08 03:06:46,TXN0000021945,3539.82,REVERSED,UPI,VND0000006
PAYMENT0023920,ACC0000116,BRW0007269,2026-06-29 13:50:41,TXN0000018057,141328.63,FAILED,UPI,VND0000013
PAYMENT0023921,ACC0022809,BRW0007356,2026-01-06 04:27:59,TXN0000012958,91984.24,SUCCESS,CASH,VND0000001
PAYMENT0023922,ACC0003472,BRW0008587,2026-03-29 17:27:08,TXN0000024159,104309.74,PENDING,NACH,VND0000001
PAYMENT0023923,ACC0010298,BRW0005775,2026-08-07 02:51:48,TXN0000028251,82827.92,REVERSED,NETBANKING,VND0000010
PAYMENT0023924,ACC0009709,BRW0003932,2026-03-15 06:01:18,TXN0000027252,57578.38,SUCCESS,CARD,VND0000007
PAYMENT0023925,ACC0001998,BRW0001246,2026-07-21 12:10:57,TXN0000020429,149561.94,REVERSED,UPI,VND0000006
PAYMENT0023926,ACC0005231,BRW0000391,2026-01-09 23:41:39,TXN0000011106,55373.37,FAILED,NETBANKING,VND0000001
PAYMENT0023927,ACC0025894,BRW0010317,2026-07-15 05:08:25,TXN0000063520,37068.0,SUCCESS,NACH,VND0000005
PAYMENT0023928,ACC0000436,BRW0000740,2026-07-13 17:31:57,TXN0000004204,73208.51,FAILED,UPI,VND0000005
PAYMENT0023929,ACC0009499,BRW0011241,2026-07-05 14:39:23,TXN0000043491,94509.72,SUCCESS,CARD,VND0000002
PAYMENT0023930,ACC0014494,BRW0004863,2026-03-27 15:03:15,TXN0000022348,109907.06,PENDING,CARD,VND0000010
PAYMENT0023931,ACC0003671,BRW0006723,2026-03-12 16:33:33,TXN0000068957,132155.79,SUCCESS,CASH,VND0000006
PAYMENT0023932,ACC0023673,BRW0002317,2026-05-11 11:15:17,TXN0000002197,49551.57,SUCCESS,UPI,VND0000014
PAYMENT0023933,ACC0006697,BRW0003967,2026-03-11 22:52:56,TXN0000040114,29545.87,SUCCESS,NETBANKING,VND0000011
PAYMENT0023934,ACC0018206,BRW0006030,2026-07-20 07:38:54,TXN0000018127,74512.3,SUCCESS,CARD,VND0000002
PAYMENT0023935,ACC0026618,BRW0010960,2026-04-19 14:53:49,TXN0000064930,85415.89,SUCCESS,CARD,VND0000007
