target_id,account_id,campaign_id,target_date,priority,recommended_channel,status
TGT0032391,ACC0008096,CMP0000055,2026-04-19,9,FIELD,SKIPPED
TGT0032392,ACC0001880,CMP0000118,2026-07-24,3,SMS,EXPIRED
TGT0032393,ACC0005152,CMP0000106,2026-05-04,4,FIELD,QUEUED
TGT0032394,ACC0008750,CMP0000084,2026-06-12,10,FIELD,EXPIRED
TGT0032395,ACC0025571,CMP0000095,2026-02-25,5,FIELD,CONTACTED
TGT0032396,ACC0024103,CMP0000037,2026-03-19,3,VOICE,QUEUED
TGT0032397,ACC0005013,CMP0000110,2026-02-01,3,FIELD,CONTACTED
TGT0032398,ACC0025253,CMP0000082,2026-03-21,6,WHATSAPP,EXPIRED
TGT0032399,ACC0025751,CMP0000023,2026-06-02,5,FIELD,QUEUED
TGT0032400,ACC0007000,CMP0000078,2026-02-26,1,FIELD,QUEUED
TGT0032401,ACC0010494,CMP0000065,2026-03-25,9,VOICE,CONTACTED
TGT0032402,ACC0013789,CMP0000115,2026-05-03,7,VOICE,EXPIRED
TGT0032403,ACC0004224,CMP0000107,2026-04-18,1,SMS,SKIPPED
TGT0032404,ACC0015571,CMP0000118,2026-06-18,1,WHATSAPP,QUEUED
TGT0032405,ACC0014361,CMP0000081,2026-02-27,9,SMS,CONTACTED
TGT0032406,ACC0014032,CMP0000120,2026-06-10,2,WHATSAPP,EXPIRED
TGT0032407,ACC0027404,CMP0000081,2026-07-07,1,FIELD,CONTACTED
TGT0032408,ACC0009503,CMP0000093,2026-02-07,2,WHATSAPP,SKIPPED
TGT0032409,ACC0010139,CMP0000114,2026-03-29,3,WHATSAPP,SKIPPED
TGT0032410,ACC0026991,CMP0000064,2026-04-27,9,WHATSAPP,CONTACTED
TGT0032411,ACC0015743,CMP0000116,2026-07-25,6,VOICE,EXPIRED
TGT0032412,ACC0019206,CMP0000022,2026-05-15,8,VOICE,SKIPPED
TGT0032413,ACC0027211,CMP0000028,2026-06-04,9,FIELD,EXPIRED
TGT0032414,ACC0011443,CMP0000100,2026-06-23,1,FIELD,SKIPPED
TGT0032415,ACC0023551,CMP0000052,2026-04-26,6,SMS,SKIPPED
TGT0032416,ACC0017127,CMP0000016,2026-07-13,7,SMS,SKIPPED
TGT0032417,ACC0025460,CMP0000074,2026-06-19,2,VOICE,QUEUED
TGT0032418,ACC0003290,CMP0000042,2026-04-21,4,VOICE,QUEUED
TGT0032419,ACC0011158,CMP0000017,2026-02-05,3,FIELD,QUEUED
TGT0032420,ACC0011120,CMP0000014,2026-02-06,8,VOICE,QUEUED
TGT0032421,ACC0008590,CMP0000119,2026-06-03,1,WHATSAPP,CONTACTED
TGT0032422,ACC0003979,CMP0000102,2026-02-23,6,SMS,QUEUED
TGT0032423,ACC0019074,CMP0000110,2026-02-25,2,VOICE,QUEUED
TGT0032424,ACC0005363,CMP0000042,2026-03-16,7,WHATSAPP,EXPIRED
TGT0032425,ACC0025644,CMP0000004,2026-06-13,3,FIELD,EXPIRED
TGT0032426,ACC0027913,CMP0000093,2026-03-19,1,FIELD,QUEUED
TGT0032427,ACC0022604,CMP0000008,2026-04-22,2,FIELD,CONTACTED
TGT0032428,ACC0014995,CMP0000063,2026-03-22,6,FIELD,SKIPPED
TGT0032429,ACC0028606,CMP0000031,2026-03-04,5,FIELD,SKIPPED
TGT0032430,ACC0005898,CMP0000066,2026-04-11,5,FIELD,EXPIRED
TGT0032431,ACC0006798,CMP0000024,2026-02-18,4,SMS,EXPIRED
TGT0032432,ACC0011990,CMP0000037,2026-03-07,8,VOICE,QUEUED
TGT0032433,ACC0022537,CMP0000118,2026-05-05,5,SMS,QUEUED
TGT0032434,ACC0009411,CMP0000040,2026-07-03,9,FIELD,CONTACTED
TGT0032435,ACC0027080,CMP0000060,2026-02-24,2,FIELD,CONTACTED
TGT0032436,ACC0008121,CMP0000088,2026-07-09,9,WHATSAPP,CONTACTED
TGT0032437,ACC0027234,CMP0000019,2026-02-03,7,WHATSAPP,CONTACTED
TGT0032438,ACC0012602,CMP0000010,2026-07-18,8,WHATSAPP,SKIPPED
TGT0032439,ACC0000590,CMP0000029,2026-07-16,7,SMS,EXPIRED
TGT0032440,ACC0002285,CMP0000056,2026-06-11,1,FIELD,EXPIRED
TGT0032441,ACC0002387,CMP0000018,2026-04-20,3,SMS,EXPIRED
TGT0032442,ACC0004817,CMP0000044,2026-03-23,3,WHATSAPP,SKIPPED
TGT0032443,ACC0027997,CMP0000027,2026-01-31,6,FIELD,EXPIRED
TGT0032444,ACC0023178,CMP0000068,2026-07-06,10,VOICE,EXPIRED
TGT0032445,ACC0025381,CMP0000031,2026-03-01,9,SMS,EXPIRED
TGT0032446,ACC0025004,CMP0000035,2026-02-28,4,VOICE,QUEUED
TGT0032447,ACC0008092,CMP0000109,2026-02-01,6,VOICE,SKIPPED
TGT0032448,ACC0015852,CMP0000014,2026-04-15,8,WHATSAPP,CONTACTED
TGT0032449,ACC0009349,CMP0000034,2026-03-15,8,WHATSAPP,EXPIRED
TGT0032450,ACC0024466,CMP0000013,2026-03-06,5,FIELD,CONTACTED
TGT0032451,ACC0010433,CMP0000035,2026-02-08,10,WHATSAPP,QUEUED
TGT0032452,ACC0011016,CMP0000078,2026-02-16,1,SMS,QUEUED
TGT0032453,ACC0015936,CMP0000022,2026-06-09,2,SMS,CONTACTED
TGT0032454,ACC0013907,CMP0000099,2026-03-26,5,VOICE,SKIPPED
TGT0032455,ACC0021292,CMP0000021,2026-07-02,2,WHATSAPP,EXPIRED
TGT0032456,ACC0025741,CMP0000003,2026-05-17,4,VOICE,EXPIRED
TGT0032457,ACC0026796,CMP0000075,2026-02-07,3,WHATSAPP,QUEUED
TGT0032458,ACC0007091,CMP0000024,2026-05-20,7,FIELD,EXPIRED
TGT0032459,ACC0019957,CMP0000004,2026-05-15,2,WHATSAPP,CONTACTED
TGT0032460,ACC0005180,CMP0000108,2026-02-17,5,SMS,QUEUED
TGT0032461,ACC0010105,CMP0000041,2026-05-08,10,FIELD,EXPIRED
TGT0032462,ACC0007677,CMP0000108,2026-04-05,1,WHATSAPP,QUEUED
TGT0032463,ACC0016524,CMP0000014,2026-05-15,2,SMS,QUEUED
TGT0032464,ACC0027916,CMP0000113,2026-04-10,5,FIELD,CONTACTED
TGT0032465,ACC0026989,CMP0000119,2026-07-27,4,VOICE,QUEUED
TGT0032466,ACC0028593,CMP0000061,2026-05-14,4,FIELD,CONTACTED
TGT0032467,ACC0027823,CMP0000042,2026-03-25,9,SMS,QUEUED
TGT0032468,ACC0002116,CMP0000078,2026-05-04,7,FIELD,QUEUED
TGT0032469,ACC0006551,CMP0000068,2026-06-27,10,FIELD,QUEUED
TGT0032470,ACC0020674,CMP0000012,2026-07-10,6,WHATSAPP,SKIPPED
TGT0032471,ACC0006993,CMP0000085,2026-05-30,1,WHATSAPP,EXPIRED
TGT0032472,ACC0000709,CMP0000039,2026-02-13,1,VOICE,CONTACTED
TGT0032473,ACC0012869,CMP0000037,2026-05-06,2,SMS,QUEUED
TGT0032474,ACC0012088,CMP0000067,2026-03-13,10,WHATSAPP,CONTACTED
TGT0032475,ACC0016260,CMP0000069,2026-02-01,2,VOICE,EXPIRED
TGT0032476,ACC0009435,CMP0000090,2026-03-02,6,FIELD,SKIPPED
TGT0032477,ACC0019819,CMP0000059,2026-04-17,7,SMS,SKIPPED
TGT0032478,ACC0026337,CMP0000012,2026-05-30,4,VOICE,QUEUED
TGT0032479,ACC0016805,CMP0000117,2026-05-10,1,WHATSAPP,SKIPPED
TGT0032480,ACC0020217,CMP0000108,2026-01-28,2,VOICE,SKIPPED
TGT0032481,ACC0004477,CMP0000015,2026-04-25,5,SMS,CONTACTED
TGT0032482,ACC0002535,CMP0000017,2026-03-29,3,VOICE,QUEUED
TGT0032483,ACC0006469,CMP0000006,2026-03-18,4,FIELD,CONTACTED
TGT0032484,ACC0016968,CMP0000113,2026-04-08,2,WHATSAPP,CONTACTED
TGT0032485,ACC0015784,CMP0000088,2026-04-14,10,WHATSAPP,SKIPPED
TGT0032486,ACC0017604,CMP0000001,2026-02-15,6,FIELD,CONTACTED
TGT0032487,ACC0010943,CMP0000096,2026-01-07,6,FIELD,QUEUED
TGT0032488,ACC0014422,CMP0000112,2026-08-06,8,FIELD,EXPIRED
TGT0032489,ACC0021765,CMP0000031,2026-01-05,3,SMS,EXPIRED
TGT0032490,ACC0000013,CMP0000078,2026-01-12,7,SMS,SKIPPED
TGT0032491,ACC0027634,CMP0000108,2026-01-07,4,VOICE,CONTACTED
TGT0032492,ACC0002474,CMP0000022,2026-05-07,6,VOICE,QUEUED
TGT0032493,ACC0001076,CMP0000038,2026-07-10,1,FIELD,CONTACTED
TGT0032494,ACC0016696,CMP0000008,2026-04-23,4,FIELD,SKIPPED
TGT0032495,ACC0000357,CMP0000015,2026-03-26,1,WHATSAPP,CONTACTED
TGT0032496,ACC0007313,CMP0000046,2026-02-11,7,SMS,QUEUED
TGT0032497,ACC0025089,CMP0000101,2026-02-13,6,SMS,CONTACTED
TGT0032498,ACC0008857,CMP0000034,2026-01-16,4,FIELD,QUEUED
TGT0032499,ACC0025205,CMP0000063,2026-04-15,5,FIELD,SKIPPED
TGT0032500,ACC0027400,CMP0000077,2026-04-23,3,FIELD,EXPIRED
TGT0032501,ACC0000408,CMP0000063,2026-06-03,5,SMS,EXPIRED
TGT0032502,ACC0023192,CMP0000120,2026-05-26,8,WHATSAPP,QUEUED
TGT0032503,ACC0001936,CMP0000118,2026-01-16,10,SMS,EXPIRED
TGT0032504,ACC0024218,CMP0000078,2026-05-29,1,FIELD,EXPIRED
TGT0032505,ACC0005729,CMP0000103,2026-02-01,9,FIELD,QUEUED
TGT0032506,ACC0000316,CMP0000067,2026-02-16,2,FIELD,QUEUED
TGT0032507,ACC0011136,CMP0000001,2026-01-03,4,WHATSAPP,CONTACTED
TGT0032508,ACC0025183,CMP0000106,2026-05-05,5,FIELD,SKIPPED
TGT0032509,ACC0010116,CMP0000079,2026-02-21,9,FIELD,SKIPPED
TGT0032510,ACC0028298,CMP0000105,2026-03-05,2,FIELD,CONTACTED
TGT0032511,ACC0002433,CMP0000002,2026-03-12,9,SMS,CONTACTED
TGT0032512,ACC0021572,CMP0000074,2026-04-21,6,SMS,QUEUED
TGT0032513,ACC0027912,CMP0000103,2026-03-22,3,WHATSAPP,QUEUED
TGT0032514,ACC0014449,CMP0000060,2026-07-26,9,VOICE,QUEUED
TGT0032515,ACC0014832,CMP0000110,2026-02-17,3,WHATSAPP,CONTACTED
TGT0032516,ACC0023869,CMP0000024,2026-01-26,7,WHATSAPP,QUEUED
TGT0032517,ACC0004862,CMP0000099,2026-05-31,7,VOICE,CONTACTED
TGT0032518,ACC0024340,CMP0000070,2026-02-14,6,FIELD,EXPIRED
TGT0032519,ACC0012397,CMP0000021,2026-06-29,4,FIELD,CONTACTED
TGT0032520,ACC0013495,CMP0000095,2026-02-12,2,FIELD,QUEUED
TGT0032521,ACC0006230,CMP0000082,2026-05-21,6,FIELD,CONTACTED
TGT0032522,ACC0027898,CMP0000107,2026-02-01,3,VOICE,EXPIRED
TGT0032523,ACC0027316,CMP0000038,2026-02-21,2,FIELD,CONTACTED
TGT0032524,ACC0023367,CMP0000096,2026-06-18,10,WHATSAPP,EXPIRED
TGT0032525,ACC0005946,CMP0000055,2026-07-13,3,VOICE,QUEUED
TGT0032526,ACC0004633,CMP0000085,2026-07-23,7,WHATSAPP,QUEUED
TGT0032527,ACC0029724,CMP0000063,2026-02-26,2,WHATSAPP,SKIPPED
TGT0032528,ACC0000131,CMP0000094,2026-04-04,9,VOICE,CONTACTED
TGT0032529,ACC0029895,CMP0000060,2026-04-18,5,WHATSAPP,SKIPPED
TGT0032530,ACC0001308,CMP0000114,2026-04-22,1,FIELD,CONTACTED
TGT0032531,ACC0026369,CMP0000061,2026-02-23,9,SMS,QUEUED
TGT0032532,ACC0021999,CMP0000109,2026-01-09,2,SMS,CONTACTED
TGT0032533,ACC0005821,CMP0000067,2026-08-08,4,SMS,CONTACTED
TGT0032534,ACC0019507,CMP0000089,2026-04-08,4,VOICE,QUEUED
TGT0032535,ACC0015537,CMP0000071,2026-04-24,4,FIELD,QUEUED
TGT0032536,ACC0011629,CMP0000114,2026-04-28,8,SMS,SKIPPED
TGT0032537,ACC0029130,CMP0000087,2026-01-08,9,FIELD,CONTACTED
TGT0032538,ACC0021535,CMP0000087,2026-05-12,8,VOICE,CONTACTED
TGT0032539,ACC0011129,CMP0000034,2026-05-21,9,SMS,SKIPPED
TGT0032540,ACC0026094,CMP0000096,2026-01-13,9,FIELD,EXPIRED
TGT0032541,ACC0010476,CMP0000054,2026-02-27,2,SMS,CONTACTED
TGT0032542,ACC0023413,CMP0000031,2026-02-09,1,FIELD,EXPIRED
TGT0032543,ACC0003235,CMP0000013,2026-05-30,4,VOICE,EXPIRED
TGT0032544,ACC0006579,CMP0000073,2026-03-19,5,FIELD,CONTACTED
TGT0032545,ACC0021354,CMP0000071,2026-06-14,6,SMS,SKIPPED
TGT0032546,ACC0004259,CMP0000092,2026-06-18,6,VOICE,EXPIRED
TGT0032547,ACC0011611,CMP0000080,2026-01-09,7,FIELD,QUEUED
TGT0032548,ACC0011766,CMP0000014,2026-04-27,5,VOICE,SKIPPED
TGT0032549,ACC0019135,CMP0000013,2026-05-24,9,VOICE,SKIPPED
TGT0032550,ACC0029339,CMP0000031,2026-05-26,10,FIELD,QUEUED
TGT0032551,ACC0024103,CMP0000018,2026-05-13,2,WHATSAPP,CONTACTED
TGT0032552,ACC0027742,CMP0000100,2026-07-18,9,SMS,EXPIRED
TGT0032553,ACC0019769,CMP0000072,2026-04-07,10,WHATSAPP,SKIPPED
TGT0032554,ACC0001128,CMP0000083,2026-02-01,9,FIELD,EXPIRED
TGT0032555,ACC0025067,CMP0000067,2026-04-30,1,FIELD,EXPIRED
TGT0032556,ACC0007663,CMP0000060,2026-03-07,6,SMS,CONTACTED
TGT0032557,ACC0018062,CMP0000110,2026-05-06,10,SMS,CONTACTED
TGT0032558,ACC0015145,CMP0000006,2026-05-20,3,FIELD,CONTACTED
TGT0032559,ACC0023185,CMP0000051,2026-05-23,2,SMS,QUEUED
TGT0032560,ACC0000326,CMP0000063,2026-07-20,3,VOICE,CONTACTED
TGT0032561,ACC0015905,CMP0000118,2026-02-04,3,WHATSAPP,EXPIRED
TGT0032562,ACC0012047,CMP0000007,2026-02-07,10,SMS,SKIPPED
TGT0032563,ACC0017613,CMP0000097,2026-03-10,2,FIELD,EXPIRED
TGT0032564,ACC0008548,CMP0000080,2026-05-14,7,WHATSAPP,QUEUED
TGT0032565,ACC0024312,CMP0000032,2026-05-11,2,SMS,SKIPPED
TGT0032566,ACC0002799,CMP0000040,2026-01-19,4,VOICE,SKIPPED
TGT0032567,ACC0021224,CMP0000024,2026-01-04,10,FIELD,SKIPPED
TGT0032568,ACC0018014,CMP0000100,2026-07-15,9,WHATSAPP,QUEUED
TGT0032569,ACC0021303,CMP0000107,2026-06-21,5,FIELD,SKIPPED
TGT0032570,ACC0014377,CMP0000031,2026-04-20,4,SMS,EXPIRED
TGT0032571,ACC0019412,CMP0000109,2026-04-06,4,SMS,QUEUED
TGT0032572,ACC0011085,CMP0000091,2026-03-25,7,WHATSAPP,SKIPPED
TGT0032573,ACC0010023,CMP0000040,2026-07-19,10,WHATSAPP,EXPIRED
TGT0032574,ACC0004526,CMP0000018,2026-01-09,10,FIELD,EXPIRED
TGT0032575,ACC0000394,CMP0000108,2026-02-24,6,FIELD,CONTACTED
TGT0032576,ACC0017722,CMP0000078,2026-01-10,4,SMS,QUEUED
TGT0032577,ACC0002438,CMP0000015,2026-01-26,10,FIELD,CONTACTED
TGT0032578,ACC0011639,CMP0000050,2026-07-18,2,SMS,CONTACTED
TGT0032579,ACC0003082,CMP0000001,2026-03-04,7,VOICE,SKIPPED
TGT0032580,ACC0016898,CMP0000097,2026-05-06,4,SMS,SKIPPED
TGT0032581,ACC0022492,CMP0000024,2026-01-10,6,FIELD,QUEUED
TGT0032582,ACC0002551,CMP0000022,2026-07-19,3,VOICE,EXPIRED
TGT0032583,ACC0013987,CMP0000099,2026-06-02,1,WHATSAPP,QUEUED
TGT0032584,ACC0000720,CMP0000120,2026-03-14,3,FIELD,QUEUED
TGT0032585,ACC0029325,CMP0000054,2026-04-22,4,FIELD,CONTACTED
TGT0032586,ACC0012535,CMP0000029,2026-06-27,5,FIELD,CONTACTED
TGT0032587,ACC0026479,CMP0000033,2026-05-29,4,FIELD,EXPIRED
TGT0032588,ACC0021766,CMP0000036,2026-05-31,2,SMS,CONTACTED
TGT0032589,ACC0028273,CMP0000086,2026-04-14,9,FIELD,SKIPPED
TGT0032590,ACC0014872,CMP0000014,2026-08-05,9,WHATSAPP,EXPIRED
TGT0032591,ACC0015326,CMP0000030,2026-05-11,2,FIELD,QUEUED
TGT0032592,ACC0002171,CMP0000119,2026-02-18,1,FIELD,SKIPPED
TGT0032593,ACC0004363,CMP0000088,2026-07-04,4,VOICE,QUEUED
TGT0032594,ACC0020456,CMP0000094,2026-06-14,10,WHATSAPP,QUEUED
TGT0032595,ACC0013090,CMP0000045,2026-08-05,1,VOICE,CONTACTED
TGT0032596,ACC0027566,CMP0000020,2026-07-12,10,VOICE,EXPIRED
TGT0032597,ACC0026677,CMP0000031,2026-04-24,6,WHATSAPP,CONTACTED
TGT0032598,ACC0003619,CMP0000103,2026-01-13,6,SMS,EXPIRED
TGT0032599,ACC0010825,CMP0000120,2026-02-02,2,WHATSAPP,QUEUED
TGT0032600,ACC0013785,CMP0000050,2026-01-16,7,WHATSAPP,QUEUED
TGT0032601,ACC0004472,CMP0000022,2026-01-30,9,FIELD,CONTACTED
TGT0032602,ACC0022873,CMP0000022,2026-06-12,9,SMS,EXPIRED
TGT0032603,ACC0022530,CMP0000117,2026-04-10,8,VOICE,EXPIRED
TGT0032604,ACC0004518,CMP0000064,2026-01-29,8,FIELD,QUEUED
TGT0032605,ACC0028246,CMP0000031,2026-05-27,4,VOICE,CONTACTED
TGT0032606,ACC0026658,CMP0000012,2026-08-03,9,SMS,QUEUED
TGT0032607,ACC0003297,CMP0000014,2026-01-23,8,WHATSAPP,QUEUED
TGT0032608,ACC0016087,CMP0000040,2026-02-27,9,VOICE,EXPIRED
TGT0032609,ACC0009738,CMP0000037,2026-05-02,2,WHATSAPP,SKIPPED
TGT0032610,ACC0019294,CMP0000054,2026-01-10,5,WHATSAPP,SKIPPED
TGT0032611,ACC0028195,CMP0000061,2026-06-13,1,VOICE,CONTACTED
TGT0032612,ACC0025491,CMP0000019,2026-07-18,6,SMS,CONTACTED
TGT0032613,ACC0025738,CMP0000093,2026-04-26,1,VOICE,EXPIRED
TGT0032614,ACC0020359,CMP0000066,2026-04-07,9,SMS,CONTACTED
TGT0032615,ACC0010488,CMP0000117,2026-07-25,8,SMS,QUEUED
TGT0032616,ACC0001478,CMP0000040,2026-04-14,4,VOICE,SKIPPED
TGT0032617,ACC0028322,CMP0000035,2026-05-24,4,VOICE,QUEUED
TGT0032618,ACC0003326,CMP0000070,2026-01-08,4,SMS,EXPIRED
TGT0032619,ACC0027393,CMP0000115,2026-01-21,4,SMS,SKIPPED
TGT0032620,ACC0029785,CMP0000073,2026-05-14,7,WHATSAPP,QUEUED
TGT0032621,ACC0022586,CMP0000082,2026-06-08,3,WHATSAPP,EXPIRED
TGT0032622,ACC0016032,CMP0000028,2026-02-08,9,FIELD,EXPIRED
TGT0032623,ACC0005391,CMP0000034,2026-01-01,1,VOICE,SKIPPED
TGT0032624,ACC0005845,CMP0000082,2026-06-23,4,WHATSAPP,CONTACTED
TGT0032625,ACC0000651,CMP0000066,2026-01-01,8,VOICE,CONTACTED
TGT0032626,ACC0007655,CMP0000109,2026-07-27,3,SMS,QUEUED
TGT0032627,ACC0029686,CMP0000007,2026-01-28,3,VOICE,CONTACTED
TGT0032628,ACC0010062,CMP0000063,2026-01-14,8,VOICE,SKIPPED
TGT0032629,ACC0026406,CMP0000055,2026-01-29,6,WHATSAPP,CONTACTED
TGT0032630,ACC0015161,CMP0000090,2026-04-24,6,VOICE,EXPIRED
TGT0032631,ACC0023052,CMP0000041,2026-06-18,7,WHATSAPP,QUEUED
TGT0032632,ACC0019906,CMP0000044,2026-02-01,1,WHATSAPP,EXPIRED
TGT0032633,ACC0004494,CMP0000083,2026-01-10,5,SMS,CONTACTED
TGT0032634,ACC0016277,CMP0000117,2026-04-02,5,SMS,QUEUED
TGT0032635,ACC0012188,CMP0000107,2026-04-05,10,SMS,CONTACTED
TGT0032636,ACC0014168,CMP0000013,2026-04-20,4,WHATSAPP,CONTACTED
TGT0032637,ACC0026632,CMP0000020,2026-02-03,8,FIELD,SKIPPED
TGT0032638,ACC0004612,CMP0000097,2026-08-03,10,SMS,QUEUED
TGT0032639,ACC0009876,CMP0000102,2026-06-11,2,VOICE,EXPIRED
TGT0032640,ACC0000387,CMP0000038,2026-05-06,2,WHATSAPP,CONTACTED
TGT0032641,ACC0016423,CMP0000110,2026-03-13,4,FIELD,EXPIRED
TGT0032642,ACC0008113,CMP0000100,2026-06-02,1,FIELD,EXPIRED
TGT0032643,ACC0010664,CMP0000005,2026-02-16,4,VOICE,EXPIRED
TGT0032644,ACC0028265,CMP0000052,2026-07-22,1,VOICE,SKIPPED
TGT0032645,ACC0002567,CMP0000020,2026-05-21,8,VOICE,QUEUED
TGT0032646,ACC0010701,CMP0000005,2026-07-22,7,VOICE,SKIPPED
TGT0032647,ACC0021791,CMP0000006,2026-05-19,6,VOICE,EXPIRED
TGT0032648,ACC0012060,CMP0000095,2026-02-11,8,SMS,CONTACTED
TGT0032649,ACC0025270,CMP0000112,2026-05-27,4,VOICE,CONTACTED
TGT0032650,ACC0003801,CMP0000112,2026-03-21,10,WHATSAPP,QUEUED
TGT0032651,ACC0009570,CMP0000001,2026-02-24,4,FIELD,QUEUED
TGT0032652,ACC0021863,CMP0000003,2026-07-28,6,WHATSAPP,CONTACTED
TGT0032653,ACC0010652,CMP0000089,2026-05-18,7,SMS,CONTACTED
TGT0032654,ACC0019252,CMP0000039,2026-02-01,4,SMS,SKIPPED
TGT0032655,ACC0009804,CMP0000062,2026-01-14,10,VOICE,QUEUED
TGT0032656,ACC0014493,CMP0000045,2026-04-09,10,FIELD,QUEUED
TGT0032657,ACC0029831,CMP0000062,2026-07-18,8,VOICE,EXPIRED
TGT0032658,ACC0020051,CMP0000056,2026-05-02,3,VOICE,EXPIRED
TGT0032659,ACC0022406,CMP0000028,2026-01-07,6,SMS,QUEUED
TGT0032660,ACC0000431,CMP0000023,2026-02-16,2,SMS,SKIPPED
TGT0032661,ACC0018743,CMP0000053,2026-03-26,5,VOICE,SKIPPED
TGT0032662,ACC0015780,CMP0000035,2026-04-01,4,VOICE,SKIPPED
TGT0032663,ACC0020034,CMP0000081,2026-07-26,3,WHATSAPP,CONTACTED
TGT0032664,ACC0007507,CMP0000044,2026-02-19,4,VOICE,EXPIRED
TGT0032665,ACC0014746,CMP0000106,2026-07-08,4,SMS,QUEUED
TGT0032666,ACC0005468,CMP0000069,2026-06-19,10,VOICE,SKIPPED
TGT0032667,ACC0024142,CMP0000040,2026-03-07,5,VOICE,QUEUED
TGT0032668,ACC0025657,CMP0000087,2026-04-05,7,FIELD,CONTACTED
TGT0032669,ACC0015972,CMP0000057,2026-04-04,9,FIELD,CONTACTED
TGT0032670,ACC0022128,CMP0000104,2026-07-23,7,WHATSAPP,EXPIRED
TGT0032671,ACC0011813,CMP0000110,2026-02-01,4,FIELD,QUEUED
TGT0032672,ACC0019150,CMP0000096,2026-04-03,10,WHATSAPP,CONTACTED
TGT0032673,ACC0027202,CMP0000085,2026-06-18,8,WHATSAPP,QUEUED
TGT0032674,ACC0001775,CMP0000015,2026-07-07,10,WHATSAPP,QUEUED
TGT0032675,ACC0010923,CMP0000013,2026-04-10,8,VOICE,SKIPPED
TGT0032676,ACC0008495,CMP0000053,2026-03-24,4,WHATSAPP,CONTACTED
TGT0032677,ACC0004909,CMP0000034,2026-02-28,4,WHATSAPP,QUEUED
TGT0032678,ACC0012802,CMP0000006,2026-01-02,1,WHATSAPP,CONTACTED
TGT0032679,ACC0005276,CMP0000100,2026-06-05,4,FIELD,EXPIRED
TGT0032680,ACC0007183,CMP0000075,2026-03-08,4,FIELD,CONTACTED
TGT0032681,ACC0019257,CMP0000082,2026-01-07,5,SMS,CONTACTED
TGT0032682,ACC0025976,CMP0000111,2026-01-19,6,FIELD,CONTACTED
TGT0032683,ACC0023449,CMP0000074,2026-02-10,4,WHATSAPP,CONTACTED
TGT0032684,ACC0002108,CMP0000099,2026-04-07,10,FIELD,SKIPPED
TGT0032685,ACC0007225,CMP0000088,2026-07-08,7,VOICE,SKIPPED
TGT0032686,ACC0018502,CMP0000083,2026-01-25,4,WHATSAPP,CONTACTED
TGT0032687,ACC0005217,CMP0000074,2026-03-21,10,WHATSAPP,SKIPPED
TGT0032688,ACC0023230,CMP0000101,2026-03-14,1,WHATSAPP,SKIPPED
TGT0032689,ACC0003669,CMP0000018,2026-05-14,5,WHATSAPP,SKIPPED
TGT0032690,ACC0012200,CMP0000005,2026-04-19,1,WHATSAPP,EXPIRED
TGT0032691,ACC0025048,CMP0000051,2026-01-17,9,WHATSAPP,QUEUED
TGT0032692,ACC0020762,CMP0000114,2026-08-02,3,WHATSAPP,SKIPPED
TGT0032693,ACC0010448,CMP0000012,2026-02-14,6,WHATSAPP,SKIPPED
TGT0032694,ACC0002472,CMP0000091,2026-01-10,3,SMS,SKIPPED
TGT0032695,ACC0022244,CMP0000040,2026-05-24,7,VOICE,CONTACTED
TGT0032696,ACC0026103,CMP0000052,2026-02-16,8,FIELD,QUEUED
TGT0032697,ACC0003720,CMP0000054,2026-07-21,9,FIELD,CONTACTED
TGT0032698,ACC0026665,CMP0000055,2026-02-12,1,SMS,QUEUED
TGT0032699,ACC0000771,CMP0000076,2026-01-24,9,WHATSAPP,CONTACTED
TGT0032700,ACC0013102,CMP0000041,2026-03-01,2,FIELD,QUEUED
TGT0032701,ACC0003422,CMP0000044,2026-03-06,4,WHATSAPP,QUEUED
TGT0032702,ACC0008725,CMP0000064,2026-06-10,6,WHATSAPP,CONTACTED
TGT0032703,ACC0010981,CMP0000046,2026-01-07,3,VOICE,QUEUED
TGT0032704,ACC0008145,CMP0000067,2026-03-10,9,VOICE,SKIPPED
TGT0032705,ACC0013893,CMP0000044,2026-07-06,9,WHATSAPP,CONTACTED
TGT0032706,ACC0009134,CMP0000079,2026-03-02,4,FIELD,SKIPPED
TGT0032707,ACC0002476,CMP0000078,2026-04-04,9,VOICE,SKIPPED
TGT0032708,ACC0010737,CMP0000083,2026-03-04,3,FIELD,CONTACTED
TGT0032709,ACC0000535,CMP0000095,2026-03-15,9,FIELD,QUEUED
TGT0032710,ACC0007031,CMP0000021,2026-03-26,5,SMS,QUEUED
TGT0032711,ACC0004727,CMP0000015,2026-04-25,8,VOICE,QUEUED
TGT0032712,ACC0027560,CMP0000083,2026-03-29,6,SMS,CONTACTED
TGT0032713,ACC0004383,CMP0000017,2026-07-30,1,SMS,SKIPPED
TGT0032714,ACC0016031,CMP0000014,2026-03-02,9,VOICE,SKIPPED
TGT0032715,ACC0017679,CMP0000088,2026-04-04,4,WHATSAPP,SKIPPED
TGT0032716,ACC0002522,CMP0000079,2026-01-07,4,VOICE,EXPIRED
TGT0032717,ACC0019522,CMP0000060,2026-05-05,7,FIELD,EXPIRED
TGT0032718,ACC0000186,CMP0000104,2026-07-30,1,SMS,SKIPPED
TGT0032719,ACC0005697,CMP0000060,2026-06-25,10,VOICE,CONTACTED
TGT0032720,ACC0011373,CMP0000110,2026-04-14,3,FIELD,EXPIRED
